,reference,eval,EC,enzyme_name,reaction,description,temperature,ionic_strength,p_h,p_mg,default_ionic_strength,standard_dg_prime,balance,weight,decompose,standard_dg,stoichiometry,reaction_id,standard_dg_cc,standard_dg_rc,standard_dg_gc
3934,Alberty (2006),formation,,," <=> Compound(id=44, inchi_key=CKLJMWTZIZZHCS-REOHCLBHSA-M)",L-Aspartate formation,298.15,0.25,7.0,14.0,False,-452.3,False,1.0,,-695.9184059562165,{44: 1},-163358588529018865,-697.2464801425183,-697.2464801425194,-692.0086012385502
3935,Alberty (2006),formation,,," <=> Compound(id=41, inchi_key=BDAGIHXWWSANSR-UHFFFAOYSA-M)",Formate formation,298.15,0.25,7.0,14.0,False,-311.1,False,1.0,,-351.0322226373855,{41: 1},-3410954719895184686,-347.33787213442645,-347.3378721344206,-350.87296724645404
3936,Alberty (2006),formation,,," <=> Compound(id=58, inchi_key=QAOWNCQODCNURD-UHFFFAOYSA-L)",Sulfate formation,298.15,0.25,7.0,14.0,False,-747.8,False,1.0,,-744.5604264391739,{58: 1},-1202179371432667531,-745.1472340182528,-745.1472340182535,-740.0285045555504
3937,Alberty (2006),formation,,," <=> Compound(id=39, inchi_key=ZDXPYRJPNDTMRX-VKHMYHEASA-N)",L-Glutamine formation,298.15,0.25,7.0,14.0,False,-120.6,False,1.0,,-528.0310812381142,{39: 1},-6702255757170025576,-525.6975847693182,-525.6975847693211,-518.6108061352853
3938,Alberty (2006),formation,,," <=> Compound(id=53, inchi_key=MTCFGRXMJLQNBG-REOHCLBHSA-N)",L-Serine formation,298.15,0.25,7.0,14.0,False,-225.7,False,1.0,,-510.85621681815246,{53: 1},-7741084929746843186,-521.901713806847,-521.9017138068438,-521.5140314668413
3939,Maden (2000),formation,,," <=> Compound(id=56, inchi_key=WSFSSNUMVMOOMR-UHFFFAOYSA-N)",Formaldehyde formation,298.15,0.25,7.0,14.0,False,-40.0,False,1.0,,-121.48902594744987,{56: 1},-3367243890764740005,-124.04101556712774,-124.04101556712291,-126.32084032947643
3940,Alberty (2006),formation,,," <=> Compound(id=70, inchi_key=DTBNBXWJWCWCIK-UHFFFAOYSA-K)",Phosphoenolpyruvate formation,298.15,0.25,7.0,14.0,False,-1189.5,False,1.0,,-1263.6637644022655,{70: 1},-5532309503460092559,-1265.9540386624496,-1265.9540386624508,-1268.9015198619131
3941,Alberty (2006),formation,,," <=> Compound(id=89, inchi_key=QIVBCDIJIAJPQS-VIFPVBQESA-N)",L-Tryptophan formation,298.15,0.25,7.0,14.0,False,374.2,False,1.0,,-114.71517724360791,{89: 1},-32236390312552254,-112.0135932323263,-112.01359323232992,-127.67808067977195
3942,Alberty (2006),formation,,," <=> Compound(id=91, inchi_key=COLNVLDHVKWLRT-QMMMGPOBSA-N)",L-Phenylalanine formation,298.15,0.25,7.0,14.0,False,241.1,False,1.0,,-207.07272454919612,{91: 1},2132828206827753644,-207.07272454919698,-207.07272454919567,-213.9352526822124
3943,Alberty (2006),formation,,," <=> Compound(id=73, inchi_key=OUYCCCASQSFEME-QMMMGPOBSA-N)",L-Tyrosine formation,298.15,0.25,7.0,14.0,False,77.5,False,1.0,,-370.65886715734285,{73: 1},-1158472846831136398,-370.6588671573383,-370.65886715733734,-419.9694496896285
3944,Alberty (2006),formation,,," <=> Compound(id=72, inchi_key=IKHGUXGNUITLKF-UHFFFAOYSA-N)",Acetaldehyde formation,298.15,0.25,7.0,14.0,False,24.0,False,1.0,,-138.97805189489975,{72: 1},-2241007937031664213,-140.38620218557745,-140.38620218558063,-140.35737171457953
3945,Alberty (2006),formation,,," <=> Compound(id=125172, inchi_key=BGWGXPAPYGQALX-VRPWFDPXSA-N
)",D-Fructose 6-phosphate formation,298.15,0.25,7.0,14.0,False,-1316.0,False,1.0,,-1760.8248739302555,{125172: 1},-7217929466608074505,-1760.037651783274,-1760.0376517832738,-1756.7167036892138
3946,Alberty (2006),formation,,," <=> Compound(id=110, inchi_key=XSQUKJJJFZCRTK-UHFFFAOYSA-N)",Urea formation,298.15,0.25,7.0,14.0,False,-39.8,False,1.0,,-202.77805101580486,{110: 1},6506660779352457529,-202.77805101579352,-202.77805101579688,-171.20847799374323
3947,Alberty (2006),formation,,," <=> Compound(id=101, inchi_key=IOVCWXUNBOPUCH-UHFFFAOYSA-M)",Nitrite formation,298.15,0.25,7.0,14.0,False,-33.0,False,1.0,,-73.74451297372494,{101: 1},-4362360242129136706,-73.74451297372846,-73.74451297372845,-73.74451297372494
3948,Element,formation,,," <=> Compound(id=84, inchi_key=NINIDFKCEFEMDL-UHFFFAOYSA-N)",Sulfur formation,298.15,0.25,7.0,14.0,False,0.0,False,1.0,,0.0,{84: 1},-6571130286363741225,4.04192701751359e-12,-4.513784956662197e-12,0.0
3949,Alberty (2006),formation,,," <=> Compound(id=159, inchi_key=CZMRCDWAGMRECN-UGDNZRGBSA-N)",Sucrose formation,298.15,0.25,7.0,14.0,False,-668.3,False,1.0,,-1564.6792165626437,{159: 1},-7051927109303740432,-1569.1509028855517,-1569.1509028855567,-1566.6750888096815
3950,Alberty (2006),formation,,," <=> Compound(id=152, inchi_key=NBSCHQHZLSJFNQ-GASJEMHNSA-L)",D-Glucose 6-phosphate formation,298.15,0.25,7.0,14.0,False,-1319.1,False,1.0,,-1763.932835270527,{152: 1},3817094441315441211,-1762.5671988501379,-1762.5671988501408,-1755.8317560536664
3951,Alberty (2006),formation,,," <=> Compound(id=64, inchi_key=AWUCVROLDVIAJX-GSVOUGTGSA-L)",sn-Glycerol 3-phosphate formation,298.15,0.25,7.0,14.0,False,-1077.2,False,1.0,,-1358.9547476960724,{64: 1},6419246124620578691,-1338.1294251029356,-1338.129425102934,-1329.714262116876
3952,Alberty (2006),formation,,," <=> Compound(id=81378, inchi_key=LSNNMFCWUKXFEE-UHFFFAOYSA-L)",Sulfite formation,298.15,0.25,7.0,14.0,False,-488.0,False,1.0,,-525.3372313128829,{81378: 1},-9048579748429489475,-525.337231312886,-525.3372313128846,-525.3372313128829
3953,Alberty (2006),formation,,," <=> Compound(id=1260, inchi_key=BJHIKXHVCXFQLS-UYFOZJQFSA-N)",D-Fructose formation,298.15,0.25,7.0,14.0,False,-426.6,False,1.0,,-915.5341227267545,{1260: 1},-6375927916553451569,-916.31933509965,-916.3193350996504,-912.4477203135799
3954,Alberty (2006),formation,,," <=> Compound(id=55, inchi_key=XUJNEKJLAYXESH-REOHCLBHSA-N)",L-Cysteine formation,298.15,0.25,7.0,14.0,False,-53.7,False,1.0,,-338.86933339133134,{55: 1},-5576020332846538008,-338.86933339132,-338.86933339133793,-347.8053522687909
3955,Alberty (2006),formation,,," <=> Compound(id=74381, inchi_key=HXXFSFRBOHSIMQ-GASJEMHNSA-L)",D-Glucose 1-phosphate formation,298.15,0.25,7.0,14.0,False,-1312.0,False,1.0,,-1756.8411767809,{74381: 1},1070176052304748166,-1755.1572888306407,-1755.1572888306362,-1746.8764942616774
3956,Alberty (2006),formation,,," <=> Compound(id=74, inchi_key=GNGACRATGGDKBX-UHFFFAOYSA-L)",Glycerone phosphate formation,298.15,0.25,7.0,14.0,False,-1095.9,False,1.0,,-1296.2741978252252,{74: 1},-75943406435557947,-1294.8833934504212,-1294.8833934504253,-1293.482637931943
3957,Alberty (2006),formation,,," <=> Compound(id=74384, inchi_key=PEDCQBHIVMGVHV-UHFFFAOYSA-N)",Glycerol formation,298.15,0.25,7.0,14.0,False,-171.5,False,1.0,,-497.4561026204024,{74384: 1},5444017082070823699,-493.68917457848784,-493.68917457848636,-488.40705037566397
3958,Alberty (2006),formation,,," <=> Compound(id=109, inchi_key=KTVPXOYAKDPRHY-SOOFDHNKSA-L)",D-Ribose 5-phosphate formation,298.15,0.25,7.0,14.0,False,-1232.4,False,1.0,,-1595.743828496961,{109: 1},5424129773256181990,-1597.37361343416,-1597.3736134341614,-1599.784116282742
3959,Alberty (2006),formation,,," <=> Compound(id=71, inchi_key=LXJXRIRHZLFYRP-VKHMYHEASA-L)",D-Glyceraldehyde 3-phosphate formation,298.15,0.25,7.0,14.0,False,-1088.2,False,1.0,,-1288.5126898354495,{71: 1},-4449776010704357064,-1289.3363843557324,-1289.3363843557343,-1291.607566291124
3960,Alberty (2006),formation,,," <=> Compound(id=86, inchi_key=PQGCEDQWHSBAJP-TXICZTDVSA-I)",5-Phospho-alpha-D-ribose 1-diphosphate formation,298.15,0.25,7.0,14.0,False,-2977.4,False,1.0,,-3325.3547407226233,{86: 1},-4406065165189863231,-3332.7034069516926,-3332.703406951689,-3342.606480683771
3961,Alberty (2006),formation,,," <=> Compound(id=229, inchi_key=HMFHBZSHGGEWLO-SOOFDHNKSA-N)",D-Ribose formation,298.15,0.25,7.0,14.0,False,-331.3,False,1.0,,-738.7448964216901,{229: 1},5074460519048760894,-743.3561057168212,-743.3561057168262,-758.4769045415298
3962,Alberty (2006),formation,,," <=> Compound(id=88, inchi_key=VZCYOOQTPOCHFL-OWOJBTEDSA-L)",Fumarate formation,298.15,0.25,7.0,14.0,False,-523.6,False,1.0,,-601.8483456291361,{88: 1},-1114764124075010821,-598.4456411334903,-598.4456411334913,-598.6172576215216
3963,Alberty (2006),formation,,," <=> Compound(id=132, inchi_key=ROHFNLRQFUQHCH-YFKPBYRVSA-N)",L-Leucine formation,298.15,0.25,7.0,14.0,False,177.4,False,1.0,,-352.26417165305384,{132: 1},-2765510244186073401,-348.6869957572076,-348.68699575720865,-341.6612495093019
3964,Alberty (2006),formation,,," <=> Compound(id=369, inchi_key=WQZGKKKJIJFFOK-PHYPRBDBSA-N)",D-Galactose formation,298.15,0.25,7.0,14.0,False,-420.0,False,1.0,,-908.9339169340934,{369: 1},-7139342881222970822,-909.2784439578962,-909.2784439578992,-914.5245443124543
3965,Alberty (2006),formation,,," <=> Compound(id=149, inchi_key=OKKJLVBELUTLKV-UHFFFAOYSA-N)",Methanol formation,298.15,0.25,7.0,14.0,False,-12.3,False,1.0,,-175.27805189489976,{149: 1},-556738163977360978,-175.27805189491116,-175.2780518949053,-175.2780518948997
3966,Alberty (2006),formation,,," <=> Compound(id=160, inchi_key=GFFGJBXGBJISGV-UHFFFAOYSA-N)",Adenine formation,298.15,0.25,7.0,14.0,False,517.1,False,1.0,,313.3843914536534,{160: 1},-4843151760857223325,308.3986848991304,308.3986848991343,311.10934370175966
3967,Alberty (2006),formation,,," <=> Compound(id=92, inchi_key=BJEPYKJPYRNKOW-REOHCLBHSA-L)",(S)-Malate formation,298.15,0.25,7.0,14.0,False,-682.9,False,1.0,,-842.6294590594022,{92: 1},3215359728765576703,-840.4316500484713,-840.4316500484761,-836.4349164913826
3968,Alberty (2006),formation,,," <=> Compound(id=139, inchi_key=DCXYFEDJOCDNAF-REOHCLBHSA-N)",L-Asparagine formation,298.15,0.25,7.0,14.0,False,-200.1,False,1.0,,-526.0410563103114,{139: 1},5938450281651519388,-526.0410563103158,-526.0410563103142,-525.6495327075861
3969,Alberty (2006),formation,,," <=> Compound(id=123, inchi_key=KRKNYBCHXYNGOX-UHFFFAOYSA-K)",Citrate formation,298.15,0.25,7.0,14.0,False,-966.3,False,1.0,,-1162.7249804996513,{123: 1},4385309023120631628,-1163.0883729932937,-1163.0883729932946,-1160.720393062693
3970,Alberty (2006),formation,,," <=> Compound(id=172, inchi_key=WQZGKKKJIJFFOK-QTVWNMPRSA-N)",D-Mannose formation,298.15,0.25,7.0,14.0,False,-421.1,False,1.0,,-910.0339169340934,{172: 1},-9173281901060672881,-913.5051074718822,-913.5051074718822,-914.5245443124543
3971,Alberty (2006),formation,,," <=> Compound(id=210, inchi_key=AEMRFAOFKBGASW-UHFFFAOYSA-M)",Glycolate formation,298.15,0.25,7.0,14.0,False,-409.5,False,1.0,,-530.9232102743151,{210: 1},700632251068970605,-532.6821045808276,-532.6821045808275,-512.5162486787241
3972,Alberty (2006),formation,,," <=> Compound(id=146, inchi_key=WDJHALXBUFZDSR-UHFFFAOYSA-M)",Acetoacetate formation,298.15,0.25,7.0,14.0,False,-279.6,False,1.0,,-482.511323873342,{146: 1},-3804331010705672915,-488.3167869552794,-488.3167869552805,-466.1511111680573
3973,Alberty (2006),formation,,," <=> Compound(id=74603, inchi_key=PYMYPHUHKUWMLA-VPENINKCSA-N)",D-Xylose formation,298.15,0.25,7.0,14.0,False,-343.0,False,1.0,,-750.4451079621157,{74603: 1},-3347369336296361220,-750.2168303460427,-750.216830346045,-757.148550631811
3974,Alberty (2006),formation,,," <=> Compound(id=188, inchi_key=KZSNJWFQEVHDMF-BYPYZUCNSA-N)",L-Valine formation,298.15,0.25,7.0,14.0,False,89.5,False,1.0,,-358.677575754525,{188: 1},-8047037054884919841,-358.67757575451367,-358.67757575451196,-348.69997608160276
3975,Alberty (2006),formation,,," <=> Compound(id=438, inchi_key=RXKJFZQQPQGTFL-UHFFFAOYSA-N)",Glycerone formation,298.15,0.25,7.0,14.0,False,-206.5,False,1.0,,-450.9670763358744,{438: 1},3205177476357143969,-452.0604793932278,-452.06047939322883,-452.1754261907309
3976,Alberty (2006),formation,,," <=> Compound(id=169, inchi_key=JVTAAEKCZFNVCJ-REOHCLBHSA-M)",(S)-Lactate formation,298.15,0.25,7.0,14.0,False,-313.8,False,1.0,,-516.7118964879445,{169: 1},6025866053570749778,-511.4303581252837,-511.4303581252733,-509.42146192529134
3977,Alberty (2006),formation,,," <=> Compound(id=134, inchi_key=AYFVYJQAPQTCCC-GBXIJSLDSA-N)",L-Threonine formation,298.15,0.25,7.0,14.0,False,-162.2,False,1.0,,-528.8533906003154,{134: 1},-600444664258819151,-529.3019941845123,-529.3019941845072,-518.4192447134085
3978,Alberty (2006),formation,,," <=> Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",3-Phospho-D-glycerate formation,298.15,0.25,7.0,14.0,False,-1347.0,False,1.0,,-1502.585921390023,{118: 1},-2153584890594610335,-1504.5458590331928,-1504.5458590331946,-1507.247558460886
3979,Alberty (2006),formation,,," <=> Compound(id=321, inchi_key=PHOQVHQSTUBQQK-SQOUGZDYSA-N)","D-Glucono-1,5-lactone formation",298.15,0.25,7.0,14.0,False,-496.1,False,1.0,,-903.5450154616403,{321: 1},7928676550693011786,-902.8341156361386,-902.834115636142,-912.0248296234654
3980,Alberty (2006),formation,,," <=> Compound(id=137, inchi_key=FNZLKVNUWIIPSJ-UHNVWZDZSA-L)",D-Ribulose 5-phosphate formation,298.15,0.25,7.0,14.0,False,-1232.0,False,1.0,,-1595.2576071366732,{137: 1},3773383653145119410,-1595.3364189925696,-1595.336418992573,-1600.3308340138424
3981,Alberty (2006),formation,,," <=> Compound(id=377, inchi_key=CSCPPACGZOOCGX-UHFFFAOYSA-N)",Acetone formation,298.15,0.25,7.0,14.0,False,84.8,False,1.0,,-159.66707784234967,{377: 1},2647147658195919970,-160.25192480651103,-160.25192480650995,-139.13765660196592
3982,Alberty (2006),formation,,," <=> Compound(id=157, inchi_key=GUBGYTABKSRVRQ-PICCSMPSSA-N)",Maltose formation,298.15,0.25,7.0,14.0,False,-678.3,False,1.0,,-1574.6790175362644,{157: 1},-9216992754015189034,-1579.3202578914509,-1579.320257891452,-1579.4812216336877
3983,Alberty (2006),formation,,," <=> Compound(id=277, inchi_key=MUBZPKHOEPUJKR-UHFFFAOYSA-L)",Oxalate formation,298.15,0.25,7.0,14.0,False,-677.1,False,1.0,,-673.8595685690867,{277: 1},8880082068814951470,-673.8595685690817,-673.8595685690849,-690.0495450227339
3984,Alberty (2006),formation,,," <=> Compound(id=200, inchi_key=OIRDTQYFTABQOQ-KQYNXXCUSA-N)",Adenosine formation,298.15,0.25,7.0,14.0,False,335.1,False,1.0,,-194.57649478696715,{200: 1},7195819115621107755,-191.6107667291736,-191.6107667291821,-197.41212232363625
3985,Alberty (2006),formation,,," <=> Compound(id=516, inchi_key=SRBFZHDQGSBBOR-ZRMNMSDTSA-N)",D-Arabinose formation,298.15,0.25,7.0,14.0,False,-334.8,False,1.0,,-742.2448964213771,{516: 1},5390606049928730183,-745.9395433830274,-745.9395433830282,-761.1304664979755
3986,Alberty (2006),formation,,," <=> Compound(id=242, inchi_key=BAVYZALUXZFZLV-UHFFFAOYSA-O)",Methylamine formation,298.15,0.25,7.0,14.0,False,203.8,False,1.0,,-39.8551258395872,{242: 1},2953112018782702861,-39.85512583959267,-39.8551258395886,-39.8551258395872
3987,Alberty (2006),formation,,," <=> Compound(id=273, inchi_key=IRLPACMLTUPBCL-KQYNXXCUSA-L)",Adenylyl sulfate formation,298.15,0.25,7.0,14.0,False,-1056.3,False,1.0,,-1541.988958555895,{273: 1},4549958221110379354,-1541.4021509768213,-1541.4021509768227,-1546.5208804395265
3988,Alberty (2006),formation,,," <=> Compound(id=266, inchi_key=LIPOUNRJVLNBCD-UHFFFAOYSA-L)",Acetyl phosphate formation,298.15,0.25,7.0,14.0,False,-1100.5,False,1.0,,-1219.3694547407824,{266: 1},-4154000256721069435,-1224.630375949533,-1224.6303759495333,-1206.7792941694051
3989,Alberty (2006),formation,,," <=> Compound(id=383, inchi_key=BKAJNAXTPSGJCU-UHFFFAOYSA-M)",4-Methyl-2-oxopentanoate formation,298.15,0.25,7.0,14.0,False,-79.3,False,1.0,,-445.19028811666476,{383: 1},9142336660882471504,-448.7674640125052,-448.76746401250756,-449.8559405772013
3990,Alberty (2006),formation,,," <=> Compound(id=248, inchi_key=LJQLQCAXBUHEAZ-UWTATZPHSA-J)",3-Phospho-D-glyceroyl phosphate formation,298.15,0.25,7.0,14.0,False,-2206.2,False,1.0,,-2356.1400142303664,{248: 1},-7872207152539383525,-2354.064001564343,-2354.0640015643467,-2358.0294887459495
3991,Alberty (2006),formation,,," <=> Compound(id=8576, inchi_key=None)",CO formation,298.15,0.25,7.0,14.0,False,-119.9,False,1.0,,-119.9,{8576: 1},6992120465835648707,-119.90000000000022,-119.90000000000018,-119.8999999999999
3992,Alberty (2006),formation,,," <=> Compound(id=343, inchi_key=GUBGYTABKSRVRQ-QKKXKWKRSA-N)",Lactose formation,298.15,0.25,7.0,14.0,False,-671.0,False,1.0,,-1567.3790175362644,{343: 1},-2896635780272553592,-1576.0491524750062,-1576.0491524750012,-1579.4812216336877
3993,Alberty (2006),formation,,," <=> Compound(id=195, inchi_key=NHNBFGGVMKEFGY-UHFFFAOYSA-N)",Nitrate formation,298.15,0.25,7.0,14.0,False,-109.5,False,1.0,,-108.69010794062415,{195: 1},656921421922525876,-108.69010794062736,-108.69010794062632,-108.69010794062416
3994,Alberty (2006),formation,,," <=> Compound(id=437, inchi_key=FERIUCNNQQJTOY-UHFFFAOYSA-M)",Butanoic acid formation,298.15,0.25,7.0,14.0,False,-68.2,False,1.0,,-352.59124690618944,{437: 1},2122645880435098958,-352.5912469061844,-352.59124690618773,-341.91991073973986
3995,Alberty (2006),formation,,," <=> Compound(id=45839, inchi_key=BJHIKXHVCXFQLS-OTWZMJIISA-N)",L-Sorbose formation,298.15,0.25,7.0,14.0,False,-423.0,False,1.0,,-911.9341227267544,{45839: 1},6538455779452794144,-913.4103806943505,-913.4103806943491,-912.4477203135799
3996,Alberty (2006),formation,,," <=> Compound(id=102, inchi_key=IPCSVZSSVZVIGE-UHFFFAOYSA-M)",Hexadecanoic acid formation,298.15,0.25,7.0,14.0,False,1002.9,False,1.0,,-259.35855222811176,{102: 1},-3279828708671279087,-259.35855222810017,-259.35855222810056,-257.45519187212955
3997,Alberty (2006),formation,,," <=> Compound(id=44860, inchi_key=DLRVVLDZNNYCBX-RTPHMHGBSA-N)",Isomaltose formation,298.15,0.25,7.0,14.0,False,-691.3,False,1.0,,-1587.6790175356182,{44860: 1},-3239127054233213345,-1585.360650661882,-1585.3606506618844,-1588.436483425677
3998,Thauer (1977),formation,,," <=> Compound(id=323, inchi_key=RGHNJXZEOKUKBD-SQOUGZDYSA-M)",D-Gluconic acid formation,298.15,0.25,7.0,14.0,False,-680.9,False,1.0,,-1128.279410822848,{323: 1},-8353001877297088204,-1128.2794108228463,-1128.2794108228484,-1126.2126408425227
3999,Alberty (2006),formation,,," <=> Compound(id=179, inchi_key=RBNPOMFGQQGHHO-UWTATZPHSA-M)",D-Glycerate formation,298.15,0.25,7.0,14.0,False,-458.1,False,1.0,,-661.0123310065911,{179: 1},-469323439613273244,-666.9434398935515,-666.9434398935537,-665.9403467196738
4000,Alberty (2006),formation,,," <=> Compound(id=201, inchi_key=FDGQSTZJBFJUBT-UHFFFAOYSA-N)",Hypoxanthine formation,298.15,0.25,7.0,14.0,False,252.3,False,1.0,,89.35622421058744,{201: 1},8278345800804420594,90.24539455905509,90.24539455906066,94.30395259814091
4001,Alberty (2006),formation,,," <=> Compound(id=29047, inchi_key=VFRROHXSMXFLSN-KVTDHHQDSA-L)",D-Mannose 6-phosphate formation,298.15,0.25,7.0,14.0,False,-1315.0,False,1.0,,-1759.7374538864124,{29047: 1},-2688695548343183320,-1759.2650282531492,-1759.2650282531492,-1751.879860413973
4002,Alberty (2006),formation,,," <=> Compound(id=184, inchi_key=UFHFLCQGNIYNRP-UHFFFAOYSA-N)",Hydrogen formation,298.15,0.25,7.0,14.0,False,99.1,False,1.0,,17.61097405255012,{184: 1},6069574777350878427,17.610974052546112,17.61097405254803,17.610974052550123
4003,Alberty (2006),formation,,," <=> Compound(id=74380, inchi_key=RWSOTUBLDIXVET-UHFFFAOYSA-M)",Hydrogen sulfide formation,298.15,0.25,7.0,14.0,False,51.5,False,1.0,,11.565379085650918,{74380: 1},-12350648990613009,11.56537908565106,11.56537908565093,11.565379085650923
4004,Alberty (2006),formation,,," <=> Compound(id=60, inchi_key=BVKZGUZCCUSVTD-UHFFFAOYSA-M)",CO2(tot) formation,298.15,0.25,7.0,14.0,False,-547.0,False,1.0,,-586.929833878361,{60: 1},962877361108044639,-588.2677801563558,-588.2677801563581,-584.1904342451352
4005,Alberty (2006),formation,,," <=> Compound(id=316, inchi_key=UGQMRVRMYYASKQ-KQYNXXCUSA-N)",Inosine formation,298.15,0.25,7.0,14.0,False,79.7,False,1.0,,-409.2340376139718,{316: 1},1389781605038674015,-410.5953677876208,-410.59536778762333,-414.21751342725497
4006,Alberty (2006),formation,,," <=> Compound(id=379, inchi_key=CVSVTCORWBXHQV-UHFFFAOYSA-N)",Creatine formation,298.15,0.25,7.0,14.0,False,107.5,False,1.0,,-259.199815699199,{379: 1},4812212742761688140,-259.1998156991952,-259.1998156991976,-268.140801992207
4007,Alberty (2006),formation,,," <=> Compound(id=621, inchi_key=JLVVSXFLKOJNIY-UHFFFAOYSA-N)",Magnesium cation formation,298.15,0.25,7.0,14.0,False,-458.5,False,1.0,,-455.2604317624966,{621: 1},4570330627374949094,-455.2604317624956,-455.2604317624957,-455.2604317624966
4008,Alberty (2006),formation,,," <=> Compound(id=29687, inchi_key=ZAQJHHRNXZUBTE-NQXXGFSBSA-N)",D-Ribulose formation,298.15,0.25,7.0,14.0,False,-328.5,False,1.0,,-735.9451023240277,{29687: 1},5894326103817591976,-740.6277737943143,-740.6277737943149,-759.0236222726302
4009,Alberty (2006),formation,,," <=> Compound(id=567, inchi_key=ZAQJHHRNXZUBTE-WUJLRWPWSA-N)",D-Xylulose formation,298.15,0.25,7.0,14.0,False,-338.7,False,1.0,,-746.1451023240277,{567: 1},-6429818917574087448,-746.5587801125093,-746.5587801125145,-759.0236222726302
4010,Alberty (2006),formation,,," <=> Compound(id=74392, inchi_key=ODBLHEXUDAPZAU-UHFFFAOYSA-K)",Isocitrate formation,298.15,0.25,7.0,14.0,False,-959.6,False,1.0,,-1156.0245819884567,{74392: 1},-3216236967037381573,-1155.4608992849676,-1155.4608992849676,-1154.191927038919
4011,Alberty (2006),formation,,," <=> Compound(id=396, inchi_key=RNBGYGVWRKECFJ-VRPWFDPXSA-J)","D-Fructose 1,6-bisphosphate formation",298.15,0.25,7.0,14.0,False,-2207.0,False,1.0,,-2601.394476573771,{396: 1},7447884048921976047,-2599.3694050833383,-2599.3694050833474,-2598.0239154304263
4012,Alberty (2006),formation,,," <=> Compound(id=420, inchi_key=LEHOTFFKMJEONL-UHFFFAOYSA-N)",Urate formation,298.15,0.25,7.0,14.0,False,-194.9,False,1.0,,-357.5752250843142,{420: 1},-86124114903358873,-357.5752250843118,-357.57522508431305,-317.7644414166913
4013,Alberty (2006),formation,,," <=> Compound(id=486, inchi_key=HEBKCHPVOIAQTA-SCDXWVJYSA-N)",Xylitol formation,298.15,0.25,7.0,14.0,False,-295.2,False,1.0,,-784.134147406008,{486: 1},6583895285746215825,-783.6686076034661,-783.6686076034612,-795.2552464575633
4014,Alberty (2006),formation,,," <=> Compound(id=585, inchi_key=FBPFZTCFMRRESA-KVTDHHQDSA-N)",Mannitol formation,298.15,0.25,7.0,14.0,False,-372.2,False,1.0,,-942.6231693870664,{585: 1},-2012280344481424526,-943.7848048307604,-943.7848048307603,-948.6793444985129
4015,Alberty (2006),formation,,," <=> Compound(id=218, inchi_key=AGPKZVBTJJNPAG-WHFBIAKZSA-N)",L-Isoleucine formation,298.15,0.25,7.0,14.0,False,185.8,False,1.0,,-343.86630171095914,{218: 1},-7959621807255262315,-343.86630171095885,-343.86630171095845,-341.6612495093019
4016,Alberty (2006),formation,,," <=> Compound(id=764, inchi_key=GTZCVFVGUGFEME-IWQZZHSRSA-K)",cis-Aconitate formation,298.15,0.25,7.0,14.0,False,-802.2,False,1.0,,-917.1367186770879,{764: 1},-4395883965456588513,-916.2084285821359,-916.2084285821412,-920.5619788230372
4017,Alberty (2006),formation,,," <=> Compound(id=357, inchi_key=SIKJAQJRHWYJAI-UHFFFAOYSA-N)",Indole formation,298.15,0.25,7.0,14.0,False,509.0,False,1.0,,223.7884091839254,{357: 1},-3935456497912006466,221.08682517265527,221.0868251726532,207.5841329309111
4018,Alberty (2006),formation,,," <=> Compound(id=287, inchi_key=LFQSCWFLJHTTHZ-UHFFFAOYSA-N)",Ethanol formation,298.15,0.25,7.0,14.0,False,62.8,False,1.0,,-181.66707784234967,{287: 1},2384893656994172528,-179.09451841255708,-179.0945184125594,-178.4640675403318
4019,Alberty (2006),formation,,," <=> Compound(id=10929, inchi_key=SRBFZHDQGSBBOR-AGQMPKSLSA-N)",D-Lyxose formation,298.15,0.25,7.0,14.0,False,-341.7,False,1.0,,-749.1448964213771,{10929: 1},-4858869711667825286,-749.4250360515156,-749.4250360515135,-761.1304664979755
4020,Alberty (2006),formation,,," <=> Compound(id=859, inchi_key=LEVWYRKDKASIDU-IMJSIDKUSA-N)",L-Cystine formation,298.15,0.25,7.0,14.0,False,-177.7,False,1.0,,-666.5474895948123,{859: 1},1705924978708171692,-666.5474895948144,-666.5474895948139,-662.0794801560828
4021,Alberty (2006),formation,,," <=> Compound(id=215, inchi_key=MWUXSHHQAYIFBG-UHFFFAOYSA-N)",Nitric oxide formation,298.15,0.25,7.0,14.0,False,86.5,False,1.0,,86.5,{215: 1},6113281236688213768,86.49999999999764,86.49999999999979,86.5
4022,Thauer (1977),formation,,," <=> Compound(id=748, inchi_key=ROSDSFDQCJNGOL-UHFFFAOYSA-O)",Dimethylamine formation,298.15,0.25,7.0,14.0,False,321.8,False,1.0,,-3.345463612140861,{748: 1},-5522120439383224881,-3.3454636121414967,-3.345463612140881,-3.345463612140861
4023,Thauer (1977),formation,,," <=> Compound(id=333, inchi_key=GETQZCLCWQTVFV-UHFFFAOYSA-O)",Trimethylamine formation,298.15,0.25,7.0,14.0,False,443.8,False,1.0,,37.17142198174446,{333: 1},3598552702204437318,37.17142198173623,37.171421981740885,37.17142198174447
